"group","interval","VPNr","AutoFahrt","DatumFahrt","DauerFahrt","L2AnteilFahrt","KmVorFahrt","TiA_overall","TiA_RC","TiA_UP","TiA_F","TiA_IoD","TiA_PtT","TiA_TiA","CTAM_PE","CTAM_EE","CTAM_ATT","CTAM_FC","CTAM_ITU","CTAM_PS","System_sum","NDRTs.NDRT1.","NDRTs.NDRT2.","NDRTs.NDRT3.","NDRTs.NDRT4.","NDRTs.NDRT5.","NDRTs.NDRT6.","NDRTs.NDRT7.","NDRTs.NDRT8.","SubjUeberwachguete.1.","SubjEinflussSetting","L2PrivNutzung","L2Komponenten.Laengs.","L2Komponenten.Quer.","L2Komponenten.Hoff.","Ranking","Vertrauen.TiA1.","Vertrauen.TiA2.","Vertrauen.TiA3.","Vertrauen.TiA4.","Vertrauen.TiA5.","Vertrauen.TiA6.","Vertrauen.TiA7.","Vertrauen.TiA8.","Vertrauen.TiA9.","Vertrauen.TiA10.","Vertrauen.TiA11.","Vertrauen.TiA12.","Vertrauen.TiA13.","Vertrauen.TiA14.","Vertrauen.TiA15.","Vertrauen.TiA16.","Vertrauen.TiA17.","Vertrauen.TiA18.","Vertrauen.TiA19.","Akzeptanz.PE1.","Akzeptanz.PE3.","Akzeptanz.PE4.","Akzeptanz.EE1.","Akzeptanz.EE2.","Akzeptanz.EE3.","Akzeptanz.EE4.","Akzeptanz.ATT1.","Akzeptanz.ATT2.","Akzeptanz.ATT3.","Akzeptanz.ATT4.","Akzeptanz.FC1.","Akzeptanz.FC2.","Akzeptanz.FC3.","Akzeptanz.ITU1.","Akzeptanz.ITU2.","Akzeptanz.ITU3.","Akzeptanz.PS1.","Akzeptanz.PS2.","Akzeptanz.PS3.","Akzeptanz.PS4.","Akzeptanz.PS5.","Akzeptanz.PS6.","System01","System02","System03","System04","System05","System06","System07","System08","System09","System10","System11","System12","System13","System14","System15","System16","System_u_01","System_u_02","System_u_03","System_u_04","System_u_05","System_u_06","System_u_07","System_u_08","System_u_09","System_u_10","System_u_11","System_u_12","System_u_13","System_u_14","System_u_15","System_u_16","Systemverstaendnis.1.","Systemverstaendnis.2.","Systemverstaendnis.3.","Systemverstaendnis.4.","Systemverstaendnis.5.","Systemverstaendnis.6.","Systemverstaendnis.7.","Systemverstaendnis.8.","Systemverstaendnis.9.","Systemverstaendnis.10.","Systemverstaendnis.11.","Systemverstaendnis.12.","Systemverstaendnis.13.","Systemverstaendnis.14.","Systemverstaendnis.15.","Systemverstaendnis.16.","MatrixNDRTsFreitext.0_SQ001.","MatrixNDRTsFreitext.1_SQ001.","MatrixNDRTsFreitext.2_SQ001.","MatrixNDRTsFreitext.3_SQ001.","MatrixNDRTsFreitext.4_SQ001.","MatrixNDRTsFreitext.5_SQ001.","SubjEinflussSettKomm","Kommentare","SonstKommentare","AOnVP","AOnFzg","AOffVP","AOffFzg","BOffVP","BOffFzg","VLProtSonst","Trigger","FahrerTrans","SystemTrans","DMS","HMI","Systemverhalten","L2BewertungKomm","Sonstiges","Studie"
"A","A_on_fam",21,"On_BMW","2022-05-04 00:00:00",50,50,200,3,2.8333333333333335,4.25,1,5,2.3333333333333335,2,3.6666666666666665,5.25,3.25,5,6,4,0.9375,3,1,3,5,3,0,5,5,0,1,3,3,3,NA,NA,4,4,1,5,3,4,4,5,2,4,5,3,1,2,1,4,1,1,3,6,1,4,2,7,5,7,4,1,3,5,1,7,7,6,5,7,2,7,1,5,5,4,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,"",NA,NA,"","","","","","","","","","","","","","mehrfach gedrückt - immer auditiv kommentiert
z.B. falsche Geschwindigkeit bei Ausfahrt erkannt
Spur Verengung falsch behandelt","-","bei Regen und schlechtem Licht - mit gelb blinkendem Icon und Warnton <- Ton zu leise wenn Radio an
Spur zu breit -> Lenkung deaktiviert (ohne Aufforderung?)
automatischer Spurwechsel -> bei Kontrollblick aus Versehen deaktiviert","kaum Warnungen bekommen, selten Hände nicht erkannt -> Fehlwarnungen","Ton zu leise
Animation Hände ans Lenkrad ist gut","zu wenig vorausschauendes Fahren -> häufiges (aber nicht immer) sinnloses Beschleunigen und Abbremsen, teilweise Geschwindigkeitsbegrenzung auch falsch in Navidaten hinterlegt (?) -> unnötig hoher Stromverbrauch
Navi: Ausfahrt von Autobahn programmiert. Wenn dann nicht abgefahren wird, übernimmt er trotzdem die Geschwindigkeitsbegrenzung von der Ausfahrt, auch wenn auf der Autobahn ganz links gefahren wird. Wenn weiter gefahren wird, wird trotz Geschwindigkeitsbegrenzung (z.B. 80) die Richtgeschwindigkeit (130km/h) eingestellt. Fehler laut VP reproduzierbar.","nutzen bei freiem Verkehr, im dichten Verkehr nervig wegen nicht vorausschauendem Fahrverhalten ","",""
"A","A_on_fc",22,"On_Porsche","2022-05-02 00:00:00",75,70,5,3.8947368421052633,4,4,3,4.5,3.6666666666666665,4,6,6,5.25,6,7,6.166666666666667,0.8125,3,3,5,4,4,0,4,3,5,0,NA,NA,NA,NA,NA,5,4,3,5,3,4,4,4,4,4,4,4,4,4,2,4,3,4,5,7,5,6,5,6,6,7,7,4,5,5,7,7,4,7,7,7,7,6,6,6,7,5,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,2,1,1,1,0,1,"",NA,NA,"","","","Ich wäre nicht so aufmerksam im Bezug auf mögliche Fehler des Systems gewesen. Ich hätte zudem möglicherweise mehrere verkehrsfremde Aktivitäten im Auto unternommen, Essen etc.","Zu Beginn des Fahrblocks 1 ist bei einer kurzen abrupten Beschleunigung die Motorkontrolleuchte mit entsprechender Warnmeldung aufgetaucht. Nach Abstellen des Fahrzeugs und dreimaligem Neustart und der Behebung des bei der Einführung in das Fahrzeug erklärte Problem mit Kabel 3 der Messinstrumente, konnte die Fahrt ohne Probleme wieder fortgesetzt werden.
Die Fahrt verlief auf der Autobahn ansonsten problemlos. Das System reagiert auch erstaunlich zuvorkommend und vorausschauend.
Lediglich auf der Überlandstrecke gegen Ende der heutigen Fahrt erkannte das System eine abknickende Vorfahrtstraße nicht weshalb entgegen dem System abrupt gegengelenkt werden musste.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A","A_on_fam",22,"On_Porsche","2022-05-05 00:00:00",60,55,333,3.9473684210526314,4,3.75,2.5,5,4.333333333333333,4,6.333333333333333,6.25,5.5,6,7,6.166666666666667,0.875,5,3,5,4,4,0,4,3,3,0,4,4,4,NA,NA,5,4,3,5,3,4,3,5,4,4,4,5,4,4,2,4,2,5,5,7,5,7,6,7,5,7,7,4,5,6,6,7,5,7,7,7,7,5,6,6,7,6,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,1,0,0,0,0,1,1,1,0,1,"",NA,NA,"","","","Gelegentlich am Mobiltelefon Kurznachrichten verfasst.","","","","","","","","","teilweise trocken und sonnig, teils regnerisch (Gewitter)","1: Motorstörung; 2: Geschwindigkeitslimit falsch übernommen (von 120 auf 80 obwowhl kein Schild)","alles wie erwartet; keine kritischen Situationen, mehr Vertrauen mit der Zeit,","einmal aus wegen Starkregen; L2 nicht zugelassen wenn Navidaten nicht bekannt, aber Mode sofort klar, kein problem","Warnungen H-Off sofort klar und nicht nervig, ","Bedienung einwandfrei; Tasten besser als Lenkstockhebel; geschwindigkeitsänderung mit lenkstockhebl anders umsetzen (Sicht besser bei tasten, hebel sehr weit unten); Anzeige ganz gut und übersichtlich; Symbole verständlich, Verkehrszeichen rehchts oben könnte größer sein","Schwierigkeiten in baustelle wenn nur eine Fahrstreifenbegrernzung (recht knapp, man lenkt dagegen); grundsätzlich gut, teilweise zu weit links oder rechts (lieber mittig fahren); wenig rumeiern was gut ist; Einscherer gut erkannt und reagiert; Spurwechsel automtatisch komfortabel und wünschenswert; man muss früher die Spur wechseln weil fahrzeiug rehct früh bremst","H-off präferiert (größer abstand bis das system warnt); ACC hilfreicher; ","-",""
"A","A_on_fc",23,"On_VW","2022-05-02 00:00:00",65,65,45,3.473684210526316,3.5,4.25,1,4,3.3333333333333335,4,5.666666666666667,5.75,5,4.333333333333333,6,4.833333333333333,0.9375,0,1,3,5,4,1,5,4,5,1,NA,NA,NA,NA,NA,4,5,1,4,2,4,4,4,4,5,4,4,2,4,2,4,1,4,4,6,6,5,5,6,6,6,6,3,5,6,5,4,4,6,6,6,6,5,5,5,5,3,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,"",NA,NA,"","","Brille wechseln (Sehbrille zu Sonnenbrille mit Sehstärke)","","Ich habe durch die intuitive Bedienung schnell das System aktivieren können. Die klaren Symbole im Display haben mir ebenfalls ermöglicht, dass ich immer wusste, ab wann das System wieder aktiv ist (zB. nach Spurwechsel)","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A","A_on_fam",23,"On_VW","2022-05-04 00:00:00",100,100,235,3.473684210526316,3.3333333333333335,4.25,2,3.5,3.3333333333333335,4,6,5.75,5.75,5,6,5,0.9375,1,1,3,5,3,0,5,2,2,1,4,4,3,NA,NA,4,5,2,4,2,4,4,3,4,4,4,4,2,4,2,4,2,4,4,7,5,6,5,6,6,6,6,5,6,6,5,5,5,6,6,6,6,3,5,6,5,5,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,"",NA,NA,"","","","","Bezüglich den Einstellungen zum Abstand bin ich mir weiterhin unsicher. Ich verstehe manchmal nicht, weshalb das System die Geschwindigkeit deutlich verringert obwohl das voraussfahrende Fahrzeug noch deutlich entfernt ist (zB. kurz vor einem Überholvorgang, mit dem System musste ich deutlich früher als ohne Assistenz den Überholvorgang einleiten um nicht vom System ausgebremst zu werden). Weiterhin ist es für das System schwierig, ein knappes Einscheren von vorausfahrenden Fahrzeugen zu erkennen. Hier muss der Fahrer eingreifen, da das System erst einsetzt, wenn das einscherende Fahrzeug mit dem Reifen deutlich auf der eigenen Fahrbahn ist - als Fahrer hätte ich deutlich früher gebremst/die Geschwindigkeit verringert, wenn ich einen Blinker sehe und das Fahrzeug dein Einschervorgang einleitet.","","","","","","","","hell aber teilweise schauer möglich","Spurhaltungsprobleme in Baustelle; Fahrzeug eingeschert und Auto bremst erst wenn dieses Fahrzeug schon in neuer Spur drin ist und nicht schon früher (1 musste man eingreifen); Holledauer Dreiecke scharfe kurve nicht geschafft; Fahrzeug fährt zu weit rechts (vor allem bei LKW)","eingegriffen wenn Abstand zu kurz und als kritisch übernommen, nur bremsen genutzt für Deaktivierung; immer aktiviert wenn es ging; von Anfang bis Ende sehr gut, nichts überraschendes (alles logisch)","in Baustelle, frühere Warnung bei Baustelle zum Beispiel dass Probleme auftauchen können","Warnung H-Off passt; Ton ist gut; nicht nervig; frühere Warnung wäre gut (5-8s)","komfortabel zu bedienen und blind; übersichtliche Anzeige und Symbole verständlich; Anzeige könnte etwas größer sein","gute Unterstützung, man kann aber nicht 100% vertrauen, ab zu zu nicht nachvollziehbares Systemverhalten, einscherende Fahrzeuge ab und zu kritisch (spät erkannt); Spurwechsel autonom wäre hilfreich als Assistenz (man muss aber selber entscheiden kann)","H-off wäre gut und komfortabel; ACC ist besser","-",""
"A","A_on_fc",24,"On_Ford","2022-05-02 00:00:00",60,60,40,3.3684210526315788,3.3333333333333335,4,4.5,3.5,2,3,3,5.75,3.75,4.666666666666667,5,4.666666666666667,0.875,1,0,1,3,4,0,3,3,5,1,NA,NA,NA,NA,NA,4,4,5,4,2,4,4,3,3,4,4,2,3,3,2,4,4,2,3,4,2,3,4,6,6,7,4,2,5,4,3,6,5,5,5,5,7,3,6,2,4,6,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,0,0,1,1,0,0,0,0,2,1,1,0,1,"",NA,NA,"","","","","System hat eine nicht vorhande Geschwindigkeitsbegrenzung (90 kmh) erkannt. Vermutlich Aufkleber an vorausfahrendem LKW.
System erkennt Geschwindigkeitsbegrenzungen erst bei unmittelbarem vorbei fahren. In meinem Fall Reduzierung von 120 auf 80 kmh. Da ein Abbremsen erst bei passieren des Schildes erfolgt, ist die erlaubte Geschwindigkeit erst nach 100 - 200 Metern erreicht.
Abstandsregelung klappt gut - ich hatte die Einstellung auf 3.
Das automatische Wiederbeschleunigen erfolgt sehr sanft.","Ich bin eigentlich kein Fan von zu vielen Automatismen im Auto, da ich viel zu gerne fahre und mir nicht vorstellen kann, das komplette Fahren dem Fahrzeug zu überlassen. Allerdings finde ich das Ganze auch sehr interessant und freue mich an der Studie teilnehmen zu dürfen. Da man vermutlich in Zukunft nicht an noch mehr ""Helferlein"" vorbei kommt, möchte ich mich zumindest an deren Entwicklung beteiligen.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A","A_on_fam",24,"On_Ford","2022-05-04 00:00:00",60,60,250,3.1052631578947367,3,3.75,4,4,1.6666666666666667,2.5,2.6666666666666665,5,3,4.666666666666667,6,4,1,1,1,1,3,4,0,4,3,6,1,1,3,1,NA,NA,4,4,4,4,1,3,4,4,2,3,3,2,4,3,2,4,4,2,2,4,2,2,3,5,6,6,4,2,3,3,2,6,6,6,6,6,6,3,3,3,3,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,"",NA,NA,"","","","","Ich persönlich habe den Eindruck, dass das System nicht 100 % zuverlässig funktioniert. Deshalb bin ich so sehr damit beschäftigt es zu ""überwachen"", dass ich mich nicht so aufmerksam wie normalerweise mit dem Verkehrsgeschehen befasse. Momentan ist die Nutzung für mich eher mit Gefahren verbunden als wenn ich das System nicht nutzen würde. Allerdings könnte ich mir vorstellen, dass sich dieses Gefühl mit längerer Nutzung bessern würde. Dazu müsste ich aber zuerst von der absolut zuverlässigen Arbeit des Systems überzeugt sein.","","","","","","","","Die letzten Tage tagsüber meist hell, teilweise sonnig, abends dann regnerisch","1x: Hat Verkehrsschilder erkannt, die neben der Bahn in der Überleitung zur Autobahn waren, die mich also gar nicht betreffen.
1x: wenn jemand sehr knapp eingeschert ist, war ich mir ab und an nicht ganz sicher, ob  auto stark genug reagiert, hab dann mitgeholfen
1x: Überleitung von A92 auf A9: direkt in Kurve hatte er bissl Probleme mit SPurfindung ","Nein, aktivieren waren ja nur die beiden Knöpfe drücken; Deaktivieren meistens in Verzögerungsspur durch Bremsen. War dann teilweise ewig lang auf Standby, ist mir erst kurz vor daheim aufgefallen, dass ich es ja ganz aussschalten könnte. Mit System im Standby wenn man da bissl schneller als 50 fährt passiert nichts im Display, wenn man System ganz aus hat und da 1/2 kmh drüber fährt, dann kommt gleich Piepton","Es hat mir 2 oder 3 mal gesagt ""Abgebrochen"", ich konnte aber nicht wirklich nachvollziehen warum. ","Hab sehr oft Aufforderung bekommen Hände ans Lenkrad, obwohl die da waren, hatte es echt in der Hand. ","Nein, war klar; wenn Linien grün werden ist man wieder in Spur, Abstand auch immer angegeben. Alles klar","auch noch ne Situation mit Triggerknopf: bei Block 2 kurz vor Allacher Tunnel hat es sich sehr zusammengestockt, war rechts, wollte Rettungsgasse bilden. LKW vor mir ist sehr deutlich halb auf Standstreifen gefahren und dann hat System ihn nicht mehr erkannt und hätte Gas gegeben. Ich musste dann eingreifen, bin selbst auch weiter rechts gefahren. ","Insgesamt ""Eher nein"", weil es nicht immer hundertprozentig funktioniert. Finde es eher unsicherer damit zu fahren als ganz allein zu fahren und nur auf mich gestellt zu sein/mich auf mich verlassen zu müssen, damit ich nicht  noch wen anders kontrollieren muss. ","Nein",""
"A","A_on_fc",25,"On_Ford","2022-05-07 00:00:00",75,75,1,3.5789473684210527,3.6666666666666665,4,2,4,3.3333333333333335,4,6,7,7,7,6,6.5,0.8125,3,3,4,3,1,0,3,2,5,1,NA,NA,NA,NA,NA,4,4,2,4,2,4,4,4,4,4,4,4,4,4,2,4,2,4,4,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,5,7,7,7,6,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,0,1,"",NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A","A_on_fam",25,"On_Ford","2022-05-08 00:00:00",95,90,98,3.736842105263158,4,4.5,2,4,3,4,6,7,6.75,7,6,5.833333333333333,0.75,2,3,3,3,2,0,2,1,6,1,3,4,4,NA,NA,4,5,2,4,1,4,4,4,4,4,5,4,4,4,4,4,2,4,4,7,4,7,7,7,7,7,7,6,7,7,7,7,7,7,7,4,7,6,7,1,7,7,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,"",NA,NA,"","","","","","","","","","","","","Ziemlich regnerisch die letzten Tage","fehlende Fahrbahnmarkierungen bei neuen geflickten Stellen: da kriegt er kurz Rappel. Hat aber nie Trigger gedrücktging ","ging flüssig, alles gut","ne, hat er nie gemacht","Persönlich: es nervt, wenn man auf lange Strecke seine gewohnte 1 Hand doch nicht fahren kann ","Ne, war super, hat immer funktioniert, hab immer gesehen was grad der Zustand ist","Nichts negatives, fands sehr hilfreich und positiv, besonders gut wenn er Abstand bewahren und bremsen muss, das macht er sehr zuverlässig, musste nie eingreifen","-","-",""
"A","A_on_fc",26,"On_VW","2022-05-09 00:00:00",50,50,60,3,2.8333333333333335,3.25,2,5,3,3,7,7,3.25,5,7,6.5,0.8125,1,1,3,3,1,0,3,1,6,1,NA,NA,NA,NA,NA,4,5,2,NA,2,3,2,5,4,3,2,5,2,2,1,4,2,2,4,7,7,7,7,7,7,7,7,1,4,1,1,7,7,7,7,7,7,7,7,7,7,4,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,2,1,1,1,0,2,"",NA,NA,"","","","","Grundsätzlich klappen Spurhalteassi und Abstandhalter ausgezeichnet. Der Tempomat hat vereinzelt unerwartete Dinge gemacht (Nichtbeachtung Tempolimit. Obwohl erkannt, Beschleunigung über die vor einer Tempolimitstrecke gewählte Ges chwindigkeit hinaus)","Sehr professionelle Einführung, Fragen könnten teilweise präziser formuliert sein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A","A_on_fam",26,"On_VW","2022-05-11 00:00:00",95,95,270,3.4210526315789473,3.5,5,2,3,2,4,5,7,4,5,6,7,0.9375,0,0,1,3,0,0,3,1,6,1,3,4,3,NA,NA,4,5,2,3,2,4,5,3,4,4,5,2,4,4,1,5,2,2,4,7,4,4,7,7,7,7,7,1,4,4,1,7,7,7,7,4,7,7,7,7,7,7,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,"",NA,NA,"","","","","Abstandsregelung funktioniert sehr zuverlässig, Geschwindigkeitsbegrenzungen zB im Baustellenbereich werden oft nicht richtig erkannt (konkurrierende Tempolimits)","","","","","","","","","3-4 mal
überraschende Tempoerhöhung (aber normal, kein Fehler)
Tempolimits werden nicht immer sicher erkannt","Ausfahrt wird nicht L2 gefahren
meistens durch Betätigen der Bremse
","-","3-4 mal gewarnt worden -> Hand sehr locker am Lenkrad -> nicht erkannt
","sehr leicht zu bedienen (""Narrensicher"")
Abstand eigentlich nie verwendet","fährt sehr weit rechts in der Spur, v.a. bei LKWs störend
teilweise auf Fahrzeug auf anderer Spur reagiert
nach Tempolimit fahren teilweise störend","-","-",""
"A","A_on_fc",27,"On_BMW","2022-05-10 00:00:00",100,85,120,3.7777777777777777,3.5,3.75,4,4.5,3.6666666666666665,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,5,NA,4,2,4,4,5,4,4,2,5,4,4,2,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A","A_on_fam",27,"On_BMW","2022-05-11 00:00:00",120,100,250,3.736842105263158,3.8333333333333335,4,4,3,3.3333333333333335,4,7,7,6.25,6,7,5.5,0.8125,0,0,4,4,4,1,5,1,6,1,4,4,4,NA,NA,4,4,4,4,2,5,4,2,4,4,4,4,4,4,2,4,4,4,4,7,7,7,7,7,7,7,7,4,7,7,7,7,4,7,7,7,7,1,7,7,7,4,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,2,1,1,1,0,2,"",NA,NA,"","","","","","","","","","","","","","Tagesbaustelle: Geschwindigkeitsbegrenzung nicht zuverlässig erkannt","1x früher deaktivieren beim Autobahnwechsel: kurz Verwirrung wegen nicht ausgeführtem Fahrstreifenwechsel","","teilweise Handerkennung nicht richtig: Hand dran aber nicht erkannt bei Spurwechsel
","HUD sehr gut
Bing bei Navigationsinformation am Anfang als DMS-Aktion fehlinterpretiert","alles gut","-","Einscherer kritisch weil zu spät reagiert wird (""kurz vorm Herzinfakt"")",""
"A","A_on_fc",28,"On_Ford","2022-05-10 00:00:00",60,10,1,3.263157894736842,3.3333333333333335,3.5,3,3.5,2.6666666666666665,3.5,6,4.75,4.25,3.3333333333333335,5.333333333333333,4.833333333333333,0.8125,0,1,2,0,2,0,1,1,6,1,NA,NA,NA,NA,NA,4,4,4,3,2,4,3,4,4,3,4,3,4,3,2,3,2,3,3,6,6,6,5,5,5,4,5,4,4,4,3,4,3,6,5,5,6,4,4,5,6,4,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,2,0,1,1,0,2,"",NA,NA,"","","","","tue mir im Moment noch schwer, die Aufgaben dem Auto/System zu überlassen, greife zu oft ein. Fahre seit  1968 Auto und bin an die Notwendigkeit meines gesamten Einsatzes beim Fahren gewöhnt. 
Werde versuchen, bei der nächsten Fahrt loszulassen","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"A","A_on_fam",28,"On_Ford","2022-05-11 00:00:00",65,10,104,3.210526315789474,3,3.75,4,4,2,3,5.333333333333333,5,5,4,5.666666666666667,5.166666666666667,0.875,0,0,2,2,3,0,1,1,4,1,3,4,4,NA,NA,4,4,4,4,1,3,4,4,3,2,4,2,4,3,2,3,4,3,3,6,6,4,4,5,5,6,6,4,5,5,5,4,3,6,5,6,6,3,6,5,5,6,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,2,0,0,2,1,1,1,0,1,"mit Medien beschäfigen",NA,NA,"aus Wasserflasche trinken","","","","PKW auf Mittelstreifen ist langsamer unterwegs als ich auf rechter Spur. Ich fahre an ihm vorüber. Ist das rechts überholen?
Beschleunigung durch System obwohl erkennbar ist, dass es gleich wieder abbremsen muß, weil langsameres Auto vor mir war, störte mich massiv
gelegentlich konnte ich trotz System den Abstand zum Vordermann schlecht abschätzen, habe dann gebremst, da er mir zu gering erschien.
bei ""schräger Fahrbahndecke "" hatte ich das Gefühl, System kann Spur nicht halten. ","Versuch fand ich sehr interessant, auch meine eigene Reaktion. Hätte allerdings Bedarf auf längere Eingewöhnungszeit es zu nutzen, da Mißtrauen vorhanden ist","","","","","","","sonnige Fahrten","Baustelle (Bodenwellen): Lenkung schwammig, Proband greift viel ein; beschleunigt stark wenn frei ist obwohl bald ein Fahrzeug kommt (keine Antizipation); sehr geringes Vertrauen; Geschwindigkeitslimits selten falsch übernommen; beim fahrstreifenwechsel zu langsam bis das Fahrzeug beschleunigt;","nicht systemzustände richtig wahr; Transitionen problemlos; am Anfang angespannt, hat sich gelegt über die Zeit; ","nicht vorgekommen","3x H-off Warnung (bewusst): sehr klar und gut verstanden; kein Störfaktor; angemessenen zeitliche Kaskade","Bedienung sehr einfach; zu viel übersteuert (versteht es nicht ganz, denkt übersteuern ist nur lenken und nicht gas geben); Anzeige okay aber auch bereits gewöhnt; Symbole verständlich; ","allgemein zufrieden bis auf einzelne Situationen (siege Triggerbutton); Spurwechsel autonom wäre wünschenswert (weil es oft vorkommt); ","lieber H-on; beides (Längs und Quer) hilfreich","-",""
"A","A_on_fc",29,"On_Porsche","2022-05-09 00:00:00",45,40,15,2.473684210526316,3,2,1.5,3,2.6666666666666665,2,4,4.5,2.25,4,4,2.1666666666666665,1,3,4,5,5,5,0,5,3,6,1,NA,NA,NA,NA,NA,4,1,1,3,2,4,2,3,3,1,2,4,3,1,2,3,2,2,4,6,1,5,2,6,5,5,4,1,2,2,3,6,3,5,5,2,3,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,"",NA,NA,"","","","","Die Überwachung des Innenraums und Aufzeichnung von Daten drängt einen eher dazu, regelkonform zu fahren. Nichtsdestotrotz, wäre meine erste Fahrt genauso wie hier auch, um das System kennenzulernen.","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
